1.5	C	M1	17	49	512000
14.4	C	M2	19	29	512000
29.2	C	M3	25	13	512000
56.6	C	M4	27	48	512000
73.3	C	M5	29	38	512000
95.9	C	M6	35	46	512000
96.1	C	M7	42	39	512000
100.5	C	M8	20	22	512000
107.3	C	M9	41	31	512000
150.7	C	M10	18	33	512000
168.2	C	M11	48	41	512000
208.1	C	M12	34	17	512000
216.7	C	M13	13	43	512000
242.5	C	M14	24	35	512000
245.1	C	M15	39	21	512000
246.2	C	M16	47	28	512000
265.2	C	M17	14	21	512000
301.4	C	M18	14	36	512000
302.7	C	M19	26	37	512000
306.3	C	M20	44	28	512000
365.4	C	M21	22	28	512000
369.9	C	M22	30	36	512000
370.2	C	M23	48	41	512000
384.7	C	M24	21	45	512000
419.8	C	M25	48	26	512000
427.3	C	M26	35	30	512000
434.4	C	M27	18	47	512000
438.5	C	M28	46	42	512000
457.1	C	M29	41	40	512000
514.6	C	M30	43	39	512000
523.9	C	M31	32	13	512000
543.4	C	M32	21	49	512000
594.8	C	M33	27	38	512000
612.4	C	M34	36	43	512000
615.2	C	M35	17	18	512000
646.1	C	M36	43	12	512000
673.9	C	M37	11	37	512000
675.5	C	M38	39	46	512000
686.4	C	M39	24	14	512000
707.8	C	M40	23	13	512000
711.9	C	M41	20	14	512000
727.7	C	M42	42	20	512000
748.2	C	M43	40	44	512000
757.9	C	M44	39	43	512000
776.5	C	M45	26	24	512000
785.4	C	M46	19	11	512000
803.6	C	M47	46	21	512000
899.1	C	M48	18	15	512000
917.5	C	M49	40	20	512000
918.2	C	M50	16	26	512000
972.3	C	M51	14	44	512000
1000.7	C	M52	35	13	512000
1013.4	C	M53	10	49	512000
1028.1	C	M54	23	11	512000
1033.1	C	M55	20	42	512000
1061.9	C	M56	44	49	512000
1074.6	C	M57	34	28	512000
1131.4	C	M58	49	38	512000
1199.7	C	M59	10	26	512000
1204.4	C	M60	15	27	512000
1216.9	C	M61	43	11	512000
1218.7	C	M62	39	28	512000
1241.2	C	M63	29	22	512000
1242.9	C	M64	11	25	512000
1276.1	C	M65	22	32	512000
1285.3	C	M66	32	19	512000
1334.4	C	M67	14	12	512000
1343.8	C	M68	20	37	512000
1357.3	C	M69	18	26	512000
1363.3	C	M70	20	43	512000
1413.3	C	M71	16	28	512000
1432.4	C	M72	24	46	512000
1477.4	C	M73	19	37	512000
1560.3	C	M74	47	34	512000
1575.6	C	M75	28	26	512000
1604.5	C	M76	41	12	512000
1677.7	C	M77	13	46	512000
1697.0	C	M78	32	16	512000
1714.4	C	M79	35	19	512000
1719.5	C	M80	42	23	512000
1733.4	C	M81	31	18	512000
1765.5	C	M82	16	49	512000
1804.5	C	M83	18	11	512000
1811.1	C	M84	49	24	512000
1814.4	C	M85	49	26	512000
1831.4	C	M86	25	48	512000
1833.7	C	M87	29	19	512000
1839.2	C	M88	26	28	512000
1842.1	C	M89	44	38	512000
1849.1	C	M90	27	39	512000
1853.5	C	M91	28	41	512000
1858.4	C	M92	43	38	512000
1870.3	C	M93	28	23	512000
1871.2	C	M94	26	39	512000
1885.5	C	M95	48	45	512000
1914.7	C	M96	24	46	512000
1966.1	C	M97	15	47	512000
1986.8	C	M98	10	23	512000
2004.6	C	M99	22	16	512000
2014.1	C	M100	36	47	512000
2022.5	C	M101	23	44	512000
2029.0	C	M102	10	25	512000
2035.6	C	M103	37	45	512000
2067.1	C	M104	27	36	512000
2074.1	C	M105	14	45	512000
2091.2	C	M106	27	38	512000
2093.4	C	M107	47	45	512000
2106.5	C	M108	13	47	512000
2132.8	C	M109	37	35	512000
2141.0	C	M110	15	24	512000
2144.3	C	M111	37	21	512000
2167.7	C	M112	13	49	512000
2206.8	C	M113	42	46	512000
2216.2	C	M114	25	19	512000
2229.9	C	M115	30	36	512000
2245.4	C	M116	11	45	512000
2257.1	C	M117	32	18	512000
2258.6	C	M118	15	27	512000
2267.9	C	M119	15	10	512000
2292.1	C	M120	13	18	512000
2315.7	C	M121	33	24	512000
2340.5	C	M122	39	23	512000
2349.5	C	M123	20	16	512000
2363.4	C	M124	26	14	512000
2375.6	C	M125	48	18	512000
2385.8	C	M126	32	28	512000
2402.3	C	M127	37	46	512000
2416.0	C	M128	45	25	512000
2443.5	C	M129	12	25	512000
2454.2	C	M130	43	38	512000
2473.3	C	M131	39	21	512000
2512.0	C	M132	15	19	512000
2513.8	C	M133	21	20	512000
2527.5	C	M134	33	15	512000
2528.7	C	M135	28	31	512000
2550.6	C	M136	32	34	512000
2558.9	C	M137	25	40	512000
2576.2	C	M138	44	34	512000
2588.8	C	M139	29	26	512000
2595.2	C	M140	19	21	512000
2596.4	C	M141	38	39	512000
2612.2	C	M142	24	32	512000
2628.2	C	M143	32	29	512000
2644.3	C	M144	48	49	512000
2645.9	C	M145	35	34	512000
2690.1	C	M146	30	22	512000
2707.6	C	M147	45	29	512000
2717.8	C	M148	12	43	512000
2720.5	C	M149	35	30	512000
2737.2	C	M150	40	46	512000
2748.2	C	M151	28	17	512000
2750.1	C	M152	40	16	512000
2760.2	C	M153	37	28	512000
2779.3	C	M154	22	13	512000
2791.9	C	M155	42	37	512000
2792.2	C	M156	35	29	512000
2799.6	C	M157	10	47	512000
2802.9	C	M158	45	30	512000
2822.4	C	M159	17	48	512000
2892.6	C	M160	17	24	512000
2928.9	C	M161	37	44	512000
2938.2	C	M162	17	40	512000
2958.1	C	M163	36	27	512000
2998.9	C	M164	36	13	512000
3005.9	C	M165	35	47	512000
3014.8	C	M166	36	31	512000
3068.3	C	M167	12	25	512000
3095.5	C	M168	19	14	512000
3113.5	C	M169	25	22	512000
3132.8	C	M170	37	40	512000
3264.9	C	M171	16	25	512000
3270.4	C	M172	28	21	512000
3276.5	C	M173	22	36	512000
3290.9	C	M174	25	45	512000
3314.9	C	M175	18	30	512000
3327.5	C	M176	44	13	512000
3335.1	C	M177	40	17	512000
3342.3	C	M178	48	13	512000
3372.3	C	M179	49	47	512000
3384.2	C	M180	46	27	512000
3431.4	C	M181	21	45	512000
3433.2	C	M182	23	43	512000
3479.4	C	M183	33	47	512000
3488.9	C	M184	30	33	512000
3494.3	C	M185	18	42	512000
3501.2	C	M186	12	22	512000
3520.0	C	M187	18	48	512000
3563.0	C	M188	14	28	512000
3585.4	C	M189	39	15	512000
3586.9	C	M190	25	31	512000
3602.5	C	M191	46	26	512000
3610.1	C	M192	26	17	512000
3627.5	C	M193	30	13	512000
3641.1	C	M194	49	40	512000
3645.9	C	M195	39	10	512000
3653.7	C	M196	44	45	512000
3699.7	C	M197	46	39	512000
3744.3	C	M198	38	44	512000
3755.2	C	M199	27	10	512000
3764.3	C	M200	11	12	512000
3808.2	C	M201	15	38	512000
3843.0	C	M202	22	20	512000
3843.7	C	M203	38	42	512000
3888.5	C	M204	21	49	512000
3894.9	C	M205	45	18	512000
3897.1	C	M206	44	42	512000
3900.8	C	M207	46	22	512000
3906.1	C	M208	49	36	512000
3913.6	C	M209	34	19	512000
3932.1	C	M210	42	30	512000
3949.9	C	M211	29	22	512000
3951.6	C	M212	28	13	512000
3987.9	C	M213	17	19	512000
4013.0	C	M214	25	41	512000
4034.9	C	M215	24	26	512000
4036.9	C	M216	14	11	512000
4042.2	C	M217	30	20	512000
4044.6	C	M218	47	31	512000
4049.9	C	M219	39	20	512000
4056.2	C	M220	45	48	512000
4061.3	C	M221	28	46	512000
4098.9	C	M222	27	36	512000
4121.1	C	M223	21	31	512000
4130.1	C	M224	19	25	512000
4207.2	C	M225	36	25	512000
4209.6	C	M226	38	41	512000
4219.9	C	M227	30	15	512000
4221.4	C	M228	14	35	512000
4247.1	C	M229	43	24	512000
4260.1	C	M230	45	31	512000
4260.6	C	M231	35	37	512000
4262.1	C	M232	47	41	512000
4265.4	C	M233	23	17	512000
4265.8	C	M234	18	29	512000
4273.4	C	M235	49	12	512000
4279.4	C	M236	36	40	512000
4287.6	C	M237	41	11	512000
4296.9	C	M238	28	37	512000
4312.9	C	M239	49	38	512000
4318.0	C	M240	47	37	512000
4342.4	C	M241	19	25	512000
4346.9	C	M242	45	37	512000
4389.1	C	M243	10	45	512000
4400.0	C	M244	34	23	512000
4403.6	C	M245	43	19	512000
4426.3	C	M246	39	43	512000
4429.0	C	M247	31	10	512000
4432.5	C	M248	23	48	512000
4436.6	C	M249	28	13	512000
4452.9	C	M250	22	49	512000
4463.7	C	M251	19	46	512000
4477.3	C	M252	10	15	512000
4482.5	C	M253	21	36	512000
4518.1	C	M254	17	16	512000
4532.5	C	M255	35	11	512000
4557.1	C	M256	26	44	512000
4614.2	C	M257	49	43	512000
4628.4	C	M258	34	47	512000
4639.8	C	M259	18	39	512000
4716.3	C	M260	24	35	512000
4721.0	C	M261	17	22	512000
4725.7	C	M262	25	20	512000
4743.8	C	M263	17	39	512000
4772.6	C	M264	23	16	512000
4786.8	C	M265	32	10	512000
4808.9	C	M266	28	26	512000
4830.4	C	M267	12	19	512000
4844.9	C	M268	28	38	512000
4863.0	C	M269	49	26	512000
4866.8	C	M270	37	12	512000
4906.1	C	M271	13	24	512000
4917.6	C	M272	36	35	512000
4927.7	C	M273	37	49	512000
4935.4	C	M274	19	27	512000
4938.3	C	M275	29	48	512000
4944.7	C	M276	48	44	512000
4968.7	C	M277	43	31	512000
4993.1	C	M278	30	11	512000
5018.5	C	M279	49	23	512000
5028.1	C	M280	12	46	512000
5040.7	C	M281	40	25	512000
5108.2	C	M282	17	19	512000
5123.4	C	M283	49	10	512000
5138.5	C	M284	10	47	512000
5142.6	C	M285	26	35	512000
5165.0	C	M286	23	44	512000
5174.1	C	M287	14	49	512000
5176.6	C	M288	21	26	512000
5189.8	C	M289	11	35	512000
5197.2	C	M290	31	29	512000
5245.1	C	M291	30	14	512000
5253.5	C	M292	26	41	512000
5256.2	C	M293	22	35	512000
5303.2	C	M294	24	21	512000
5336.8	C	M295	45	46	512000
5364.0	C	M296	13	14	512000
5372.5	C	M297	20	22	512000
5394.3	C	M298	46	25	512000
5422.0	C	M299	47	33	512000
5427.9	C	M300	20	17	512000
5451.6	C	M301	22	17	512000
5454.2	C	M302	42	14	512000
5457.6	C	M303	10	23	512000
5479.3	C	M304	15	37	512000
5482.3	C	M305	12	15	512000
5482.6	C	M306	14	44	512000
5528.5	C	M307	15	28	512000
5538.5	C	M308	44	39	512000
5562.7	C	M309	11	24	512000
5570.0	C	M310	40	31	512000
5586.6	C	M311	17	14	512000
5594.3	C	M312	48	22	512000
5662.9	C	M313	38	10	512000
5663.1	C	M314	47	38	512000
5663.8	C	M315	17	45	512000
5669.1	C	M316	45	48	512000
5669.4	C	M317	22	35	512000
5688.6	C	M318	25	18	512000
5696.3	C	M319	27	18	512000
5718.7	C	M320	30	27	512000
5739.9	C	M321	24	19	512000
5740.8	C	M322	35	49	512000
5754.0	C	M323	34	39	512000
5756.5	C	M324	31	25	512000
5786.0	C	M325	43	42	512000
5793.9	C	M326	40	11	512000
5848.0	C	M327	28	29	512000
5862.0	C	M328	29	43	512000
5905.6	C	M329	30	19	512000
5910.4	C	M330	27	43	512000
5936.5	C	M331	34	46	512000
5970.5	C	M332	40	34	512000
5977.2	C	M333	29	13	512000
5988.8	C	M334	25	39	512000
6092.3	C	M335	44	27	512000
6113.7	C	M336	43	29	512000
6130.4	C	M337	44	22	512000
6139.5	C	M338	36	31	512000
6162.6	C	M339	15	13	512000
6216.0	C	M340	15	24	512000
